,time,inputAngle2,theta2,inputAngle3,theta3,inputAngle4,theta4
169,30.029,-0.010856478407072677,-0.5880026035475675,-1.3648505035854697,-1.5495229407708355,-1.047183482130057,-1.1587333486998568
170,30.137,0.024672996337209284,-0.5485494024505281,-1.3499524344104659,-1.5388922623098742,-1.0471248810761324,-1.1305175152048248
171,30.257,0.061833540634778326,-0.24497866312686414,-1.3338512759692884,-1.5176549179499612,-1.0467409652783533,-1.4216768107780455
172,30.371,0.10388395594634661,-0.24497866312686414,-1.3149864598843712,-1.4956691708841345,-1.0459077482340222,-1.3642602536892203
173,30.461,0.13865175436440766,-0.4444192099010989,-1.2988668521910007,-1.4743225516123097,-1.044897676121362,-1.0432358850053565
174,30.539,0.1628841303242387,-0.4228539261329407,-1.2873497055852179,-1.453063751990803,-1.0440208085718519,-1.003129902423017
175,30.633,0.19295565340411164,-0.3347368373168147,-1.2727318704587813,-1.442473099109102,-1.0427339615318414,-1.074222058239659
176,30.72,0.2216528374401138,-0.35877067027057225,-1.2584424925502644,-1.442473099109102,-1.0412992946493633,-1.006630267334557
177,30.833,0.25449599133106043,-0.15264932839526515,-1.2416765167242074,-1.4125560023440176,-1.0394074835717213,-1.1954860577632664
178,30.929,0.2872252711826089,-0.11065722117389565,-1.2245247120430525,-1.402199387185467,-1.0372540595479227,-1.1971443739400816
179,31.04,0.31724882146827904,-0.28805544705062586,-1.2083948546746337,-1.3815973046949284,-1.0350403184100982,-0.9169935784819263
180,31.15,0.35324543737675085,-0.10308160852270024,-1.1885474729412868,-1.358968779313479,-1.0320811758234452,-1.1221591376904843
181,31.255,0.391915628387647,-0.24497866312686414,-1.1665950939053922,-1.358968779313479,-1.0285253085325639,-0.8891905038544913
182,31.322,0.41893160286397213,-0.03224688243525392,-1.150862300599387,-1.3408918986629919,-1.0258051273267386,-1.1648226243940891
183,31.471,0.4603049933483024,-0.15037142800713454,-1.126120549137676,-1.3308301530162505,-1.0212549387026493,-0.8765924424856396
184,31.582,0.49758894845718066,-0.15037142800713454,-1.1031346256761594,-1.3182420510168371,-1.0167466929304236,-0.8765924424856396
185,31.701999999999998,0.5314691594736649,0.029403288204005115,-1.08166250415441,-1.3182420510168371,-1.0123055256901508,-1.078765175227158
186,31.794,0.5623087381205275,0.08550529367820464,-1.0616188094161918,-1.2981865068142746,-1.0079700173408317,-1.1128240257600577
187,31.879,0.5916828566316311,0.08314123188844123,-1.0420725496474919,-1.27835333934286,-1.0035739369474939,-1.0401674636667695
188,31.956,0.6141627760702686,0.11065722117389565,-1.0268056910451948,-1.268523828214782,-1.0000294864002357,-0.9982621026785975
189,32.052,0.6413038822535335,0.13082739607405697,-1.00800730906291,-1.268523828214782,-0.9955366185900493,-1.0184322775787589
190,32.134,0.6685148563805818,0.19739555984988075,-0.9887472025587143,-1.2555816270441855,-0.9907915410438014,-1.0327521189692719
191,32.226,0.6940077065153477,0.26211984126547283,-0.9703160304982004,-1.2457884549282485,-0.9861211037734865,-1.047518004662921
192,32.314,0.7195678632626082,0.25615138256560344,-0.951448128091798,-1.2360594894780819,-0.9812132581594294,-1.0035931007747374
193,32.432,0.7541409187910875,0.300171170830112,-0.9252859447821219,-1.2229079355149013,-0.9742036725811709,-0.9859006817363983
194,32.525,0.7839731783256804,0.3217505543966422,-0.902094292068866,-1.1999050379822342,-0.967798830124988,-0.9687977476169651
195,32.632,0.8092079061673428,0.34161549064780716,-0.8820112948526252,-1.1864214970261047,-0.9621126115455507,-0.9781237064357582
196,32.748,0.8400074607083646,0.4266274931268761,-0.8568960840770147,-1.154731821071074,-0.9548250038892445,-0.9907112141765331
197,32.834,0.8673463385936301,0.4266274931268761,-0.8340220925277727,-1.1503909755921538,-0.9480223659072012,-0.9371158150436518
198,32.923,0.8902510116626168,0.4266274931268761,-0.8144183208349839,-1.1503909755921538,-0.9420705803733677,-0.9371158150436518
199,33.06,0.924887121361388,0.47249693551706384,-0.7839731783256821,-1.1414489854337304,-0.9326113652312655,-0.9514105340646498
200,33.145,0.9515353823931622,0.5467888408892474,-0.759858129040111,-1.1414489854337304,-0.9249378447213148,-0.9562260504153901
201,33.279,0.9854629905280269,0.5467888408892474,-0.7282295813242492,-1.131534126966809,-0.9146385579647225,-0.9562260504153901
202,33.372,1.0083436878091845,0.6078019961139605,-0.706278435252964,-1.1122248163273891,-0.9073380129017377,-0.9508259365346639
203,33.479,1.0311143319858687,0.6078019961139605,-0.6839062292899932,-1.1122248163273891,-0.8997719856985739,-0.9508259365346639
204,33.602,1.0595965524765494,0.647047193220323,-0.6551384514648019,-1.1174576309403337,-0.8898610484540779,-0.9321649283929192
205,33.718,1.089825013111557,0.6640461628266846,-0.623586830661663,-1.1123570040331623,-0.8787610910264493,-0.9332136556123851
206,33.81,1.1125802050292046,0.714090698612158,-0.5990908500322646,-1.1071487177940904,-0.8699811534804791,-0.927459340763966
207,33.907,1.1360128866650474,0.7509290623979403,-0.5731471125702667,-1.1071487177940904,-0.860530826821506,-0.9160777398125671
208,34.021,1.1638004521872867,0.8183532610117464,-0.5413638377783866,-1.1071487177940904,-0.8487449268442848,-0.8988242722772073
209,34.114,1.1815293362107557,0.8183532610117464,-0.5204643381249845,-1.1015307993691352,-0.8408719237001999,-0.8988242722772073
210,34.205,1.2018888339411824,0.8288490587889792,-0.49582034779285616,-1.118642464509121,-0.831464801137624,-0.8771984454408821
211,34.285,1.2197021619346404,0.9123709530115273,-0.4736547198700416,-1.1133214788988715,-0.8228908975998371,-0.8489640010446953
212,34.426,1.2431862507537905,0.9388220849762935,-0.44350092331071045,-1.1135180584127538,-0.8110577080343853,-0.8596230140068419
213,34.545,1.267699816146057,0.9670469933974603,-0.41078743945153307,-1.1270136540452556,-0.7980020271262981,-0.8407388763342201
214,34.647,1.290983686158089,0.9670469933974603,-0.37841374441207015,-1.1416178187935986,-0.7848614378172107,-0.8407388763342201
215,34.722,1.306160793325203,0.9944211062037129,-0.3565570615670202,-1.1428478304734144,-0.7758669681248574,-0.821560499416568
216,34.84,1.3245014969512774,1.0584068664841588,-0.3292680686373489,-1.1372148428431348,-0.7644992541517589,-0.817051375908755
